Name,Event,Description,Current Type,Current Nurturing,Date
Arthur Lott,Email,,Contributing  Member,Not an opportunity,26/01/2021 16:05
Alfred Easterling,Platform Account Created,,Not a lead,Initial Engagement,26/01/2021 16:15
Alfred Easterling,Lead Created,;2021-01-26T16:15:26.000Z,Not a lead,Initial Engagement,26/01/2021 16:15
Alfred Easterling,Apply to Join Meeting,,Not a lead,Initial Engagement,26/01/2021 16:21
Mattie Mcdougle,Apply to Join Meeting,,Team,Attended Meeting,26/01/2021 16:35
Mattie Mcdougle,Apply to Join Meeting,,Team,Attended Meeting,26/01/2021 16:35
Mattie Mcdougle,Apply to Join Meeting,,Team,Attended Meeting,26/01/2021 16:39
Deborah Hein,Cancelled/No Show Meeting,,Contributing  Member,Attended Meeting,26/01/2021 16:57
Jose Williams,Apply to Join Meeting,,,,26/01/2021 17:07
Ruby Stevens,Platform Account Created,,Not a lead,Not an opportunity,26/01/2021 17:22
Ruby Stevens,Lead Created,;2021-01-26T17:22:28.000Z,Not a lead,Not an opportunity,26/01/2021 17:22
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 17:47
Ashley Herrera,Email,,Paying Member,,26/01/2021 17:47
Beatrice Lacy,Email,,Contributing  Member,,26/01/2021 17:47
Robert Qualls,Email,,Paying Member,,26/01/2021 17:47
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 17:47
Ashley Herrera,Email,,Paying Member,,26/01/2021 18:31
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 18:31
Beatrice Lacy,Email,,Contributing  Member,,26/01/2021 18:31
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 18:31
Robert Qualls,Email,,Paying Member,,26/01/2021 18:31
Raymundo Mcewen,Platform Account Created,,Contributing  Member,,26/01/2021 19:29
Raymundo Mcewen,Lead Created,;2021-01-26T19:29:56.000Z,Contributing  Member,,26/01/2021 19:29
Laura Hernandez,Lead Created,;2021-01-26T19:49:44.000Z,Lead,Confirmed Meeting Attendee,26/01/2021 19:49
Laura Hernandez,Platform Account Created,,Lead,Confirmed Meeting Attendee,26/01/2021 19:49
Laura Hernandez,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,26/01/2021 19:56
Jeanne Park,Lead Created,;2021-01-26T20:34:31.000Z,Team,Attended Meeting,26/01/2021 20:43
Dale Sieck,Email,,,,26/01/2021 21:27
Dolores Arnold,Email,,Lead,,26/01/2021 21:44
Jose Williams,Apply to Join Meeting,,,,26/01/2021 23:05
Jose Williams,Apply to Join Meeting,,,,26/01/2021 23:15
David Pugh,Attended Meeting,,,Not an opportunity,27/01/2021 00:03
George Bobbitt,Attended Meeting,,Lead,Confirmed Meeting Attendee,27/01/2021 00:03
Robert Hernandez,Attended Meeting,,Paying Member,,27/01/2021 00:03
Jennifer Goff,Attended Meeting,,Paying Member,,27/01/2021 00:03
Liza Ruble,Attended Meeting,,Team,Attended Meeting,27/01/2021 00:03
Douglas Barber,Attended Meeting,,Lead,Attended Meeting,27/01/2021 00:03
Wendy Keegan,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,,,27/01/2021 09:22
Alfredo Paterson,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Cami Gass,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,,,27/01/2021 09:22
Melvin Villasenor,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Marisol Case,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Carole Sawyer,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,,,27/01/2021 09:22
Kristin Pacheco,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Lead,Initial Engagement,27/01/2021 09:22
Suzette Gonzalez,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Andrea Kirchner,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Todd Adams,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Jamie Bohannon,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,,,27/01/2021 09:22
Claude Munro,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Bobby Wong,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Victor Fulmer,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,,,27/01/2021 09:22
Dyan Steptoe,Lead Created,Linkedin Events;2021-01-27T09:22:19.000Z,Not a lead,Not an opportunity,27/01/2021 09:22
Dolores Arnold,Email,,Lead,,27/01/2021 09:49
Dolores Arnold,Email,,Lead,,27/01/2021 09:53
Dolores Arnold,Email,,Lead,,27/01/2021 09:59
Dolores Arnold,Email,,Lead,,27/01/2021 09:59
Dolores Arnold,Email,,Lead,,27/01/2021 10:02
Dolores Arnold,Email,,Lead,,27/01/2021 10:02
Angela Dedeke,Lead Created,;2021-01-27T10:07:20.000Z,Lead,Attended Meeting,27/01/2021 10:07
Angela Dedeke,Platform Account Created,,Lead,Attended Meeting,27/01/2021 10:07
William Shay,Email,,Contributing  Member,Attended Meeting,27/01/2021 10:16
Geraldine Cook,Email,,Lead,Engaged,27/01/2021 11:06
Thomas Bland,Lead Created,Email Conversation;2021-01-27T11:15:48.000Z,,Awaiting Engagement,27/01/2021 11:15
Thomas Bland,Email,,,Awaiting Engagement,27/01/2021 11:15
Gail Vidinha,Platform Account Created,,Contributing  Member,Attended Meeting,27/01/2021 11:17
Thomas Bland,Email,,,Awaiting Engagement,27/01/2021 11:18
Danny Crow,Email,,,,27/01/2021 12:21
Wilbert Hogue,Cancelled/No Show Meeting,,Paying Member,,27/01/2021 12:45
Aletha Alfonso,Lead Created,;2021-01-27T14:07:26.000Z,Lead,Engaged,27/01/2021 14:07
Aletha Alfonso,Platform Account Created,,Lead,Engaged,27/01/2021 14:07
Geraldine Cook,Email,,Lead,Engaged,27/01/2021 14:39
Michael Bench,Lead Created,Virtual Event Application;2021-01-27T14:58:33.000Z,Not a lead,Not an opportunity,27/01/2021 14:58
Michael Bench,Platform Account Created,,Not a lead,Not an opportunity,27/01/2021 14:58
Elizabeth Graves,Lead Created,Virtual Event Application;2021-01-27T15:03:41.000Z,Lead,Confirmed Meeting Attendee,27/01/2021 15:03
Elizabeth Graves,Platform Account Created,,Lead,Confirmed Meeting Attendee,27/01/2021 15:03
Michael Bench,Apply to Join Meeting,,Not a lead,Not an opportunity,27/01/2021 15:04
Michael Bench,Apply to Join Meeting,,Not a lead,Not an opportunity,27/01/2021 15:06
Elizabeth Graves,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,27/01/2021 15:09
Elizabeth Graves,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,27/01/2021 15:09
Tracey Thomas,Call,,Paying Member,,27/01/2021 15:32
Vicky Kidd,Email,,Lead,Initial Engagement,27/01/2021 15:35
Jerome Miller,Apply to Join Meeting,,Lead,Opportunity,27/01/2021 15:43
Jerome Miller,Apply to Join Meeting,,Lead,Opportunity,27/01/2021 15:45
David Aitken,Call,,Paying Member,,27/01/2021 15:47
Mark Blaida,Call,,Former Paying Member,,27/01/2021 15:47
Melody Stout,Call,,,,27/01/2021 15:47
Barbara Miller,Call,,Lead,Confirmed Meeting Attendee,27/01/2021 15:47
Danielle Ohaver,Call,,Team,,27/01/2021 15:47
Christina Yarberry,Call,,,Attended Meeting,27/01/2021 15:47
Jeremy Taylor,Call,,Lead,Attended Meeting,27/01/2021 15:47
Evon Mildon,Call,,Paying Member,Opportunity,27/01/2021 15:47
Amy Schulte,Call,,Paying Member,Attended Meeting,27/01/2021 15:47
Roscoe Patrick,Call,,Paying Member,,27/01/2021 15:47
Philip Nelson,Call,,Paying Member,Attended Meeting,27/01/2021 15:47
Kathleen Childress,Call,,Paying Member,Opportunity,27/01/2021 15:47
Danny Crow,Email,,,,27/01/2021 15:58
Danny Crow,Email,,,,27/01/2021 15:58
Barbara Miller,Cancelled/No Show Meeting,,Lead,Confirmed Meeting Attendee,27/01/2021 16:16
Arthur Lott,Apply to Join Meeting,,Contributing  Member,Not an opportunity,27/01/2021 16:20
Arthur Lott,Apply to Join Meeting,,Contributing  Member,Not an opportunity,27/01/2021 16:22
Kathy Brown,Apply to Join Meeting,,Team,Attended Meeting,27/01/2021 16:27
Kathy Brown,Apply to Join Meeting,,Team,Attended Meeting,27/01/2021 16:29
Lisa Mcgovern,Email,,Contributing  Member,Attended Meeting,27/01/2021 16:38
Lisa Mcgovern,Email,,Contributing  Member,Attended Meeting,27/01/2021 16:38
Dan Harris,Email,,Contributing  Member,Not an opportunity,27/01/2021 16:39
Lisa Mcgovern,Email,,Contributing  Member,Attended Meeting,27/01/2021 16:39
Lisa Mcgovern,Email,,Contributing  Member,Attended Meeting,27/01/2021 16:39
Lisa Mcgovern,Email,,Contributing  Member,Attended Meeting,27/01/2021 16:39
Dan Harris,Email,,Contributing  Member,Not an opportunity,27/01/2021 16:39
Lisa Mcgovern,Email,,Contributing  Member,Attended Meeting,27/01/2021 16:39
Lisa Mcgovern,Email,,Contributing  Member,Attended Meeting,27/01/2021 16:40
Patricia Laramore,Platform Account Created,,Team,Attended Meeting,27/01/2021 17:10
John Keagle,Apply to Join Meeting,,Paying Member,,27/01/2021 17:15
John Keagle,Apply to Join Meeting,,Paying Member,,27/01/2021 17:15
Mabel Vaughn,Call,,Contributing  Member,Attended Meeting,27/01/2021 17:46
Elizabeth Guerra,Email,,Contributing  Member,,27/01/2021 18:07
Dorothy Murray,Email,,,,27/01/2021 18:07
Dorothy Murray,Email,,,,27/01/2021 18:09
Elizabeth Guerra,Email,,Contributing  Member,,27/01/2021 18:09
Jeremy Taylor,Apply to Join Meeting,,Lead,Attended Meeting,27/01/2021 18:58
Jeremy Taylor,Apply to Join Meeting,,Lead,Attended Meeting,27/01/2021 18:58
Jorge Merrick,Email,,,,27/01/2021 20:01
Dorothy Murray,Email,,,,27/01/2021 20:17
Elizabeth Guerra,Email,,Contributing  Member,,27/01/2021 20:17
Richard Plumley,Deal Closed,,Paying Member,,27/01/2021 20:31
Dale Sieck,Email,,,,27/01/2021 22:53
Lynda Streeter,Lead Created,Virtual Event Application;2021-01-27T23:21:11.000Z,Lead,Opportunity,27/01/2021 23:21
Lynda Streeter,Platform Account Created,,Lead,Opportunity,27/01/2021 23:21
Lynda Streeter,Apply to Join Meeting,,Lead,Opportunity,27/01/2021 23:27
Lynda Streeter,Apply to Join Meeting,,Lead,Opportunity,27/01/2021 23:28
Evon Mildon,Attended Meeting,,Paying Member,Opportunity,28/01/2021 00:03
Roscoe Patrick,Attended Meeting,,Paying Member,,28/01/2021 00:03
Kathleen Childress,Attended Meeting,,Paying Member,Opportunity,28/01/2021 00:03
Philip Nelson,Attended Meeting,,Paying Member,Attended Meeting,28/01/2021 00:03
Christina Yarberry,Attended Meeting,,,Attended Meeting,28/01/2021 00:03
Mark Blaida,Attended Meeting,,Former Paying Member,,28/01/2021 00:03
Jeremy Taylor,Attended Meeting,,Lead,Attended Meeting,28/01/2021 00:03
David Aitken,Attended Meeting,,Paying Member,,28/01/2021 00:03
Amy Schulte,Attended Meeting,,Paying Member,Attended Meeting,28/01/2021 00:03
Melody Stout,Attended Meeting,,Paying Member,Attended Meeting,28/01/2021 00:03
Helen Franciscus,Email,,,,28/01/2021 03:52
Helen Franciscus,Email,,,,28/01/2021 07:35
Jorge Merrick,Email,,,,28/01/2021 07:35
Christian Sherman,Email,,Contributing  Member,Attended Meeting,28/01/2021 08:45
Elizabeth Guerra,Email,,Contributing  Member,,28/01/2021 08:47
Claudia Williams,Email,,Paying Member,,28/01/2021 08:47
Ashley Herrera,Email,,Paying Member,,28/01/2021 08:49
Dorothy Murray,Email,,,,28/01/2021 08:51
Ashley Herrera,Email,,Paying Member,,28/01/2021 08:59
Dorothy Murray,Email,,,,28/01/2021 09:01
Elizabeth Guerra,Email,,Contributing  Member,,28/01/2021 09:01
Kyle Tointon,Email,,Paying Member,,28/01/2021 09:03
Jeremy Bourg,Apply to Join Meeting,,Paying Member,,28/01/2021 09:09
Jeremy Bourg,Apply to Join Meeting,,Paying Member,,28/01/2021 09:09
Dorothy Murray,Email,,,,28/01/2021 09:13
Elizabeth Guerra,Email,,Contributing  Member,,28/01/2021 09:13
Joyce Rigsby,Call,,Paying Member,,28/01/2021 09:48
Mary Fudge,Call,,Lead,,28/01/2021 09:48
Kyle Tointon,Email,,Paying Member,,28/01/2021 10:04
Robert Murphy,Cancelled/No Show Meeting,,Paying Member,,28/01/2021 10:15
Damon Lynn,Lead Created,;2021-01-28T10:20:26.000Z,,Attended Meeting,28/01/2021 10:20
Noah Fernandez,Platform Account Created,,Not a lead,Not an opportunity,28/01/2021 10:29
Noah Fernandez,Lead Created,;2021-01-28T10:29:09.000Z,Not a lead,Not an opportunity,28/01/2021 10:29
Evon Mildon,Call,,Paying Member,Opportunity,28/01/2021 10:47
Michael Brundage,Call,,Paying Member,Opportunity,28/01/2021 10:47
Anna Ormiston,Call,,Not a lead,Not an opportunity,28/01/2021 11:33
Pamela Mills,Lead Created,;2021-01-28T11:48:36.000Z,Lead,Not an opportunity,28/01/2021 11:48
Pamela Mills,Platform Account Created,,Lead,Not an opportunity,28/01/2021 11:48
Anabel Moultry,Cancelled/No Show Meeting,,Lead,Post Meeting Follow-up Completed,28/01/2021 12:11
Christian Sherman,Email,,Contributing  Member,Attended Meeting,28/01/2021 12:54
Christian Sherman,Email,,Contributing  Member,Attended Meeting,28/01/2021 13:02
Christian Sherman,Email,,Contributing  Member,Attended Meeting,28/01/2021 13:04
Kenneth Johnson,Lead Created,;2021-01-28T14:00:45.000Z,Lead,Confirmed Meeting Attendee,28/01/2021 14:00
Colleen Havener,Lead Created,;2021-01-28T14:04:54.000Z,Contributing  Member,Attended Meeting,28/01/2021 14:05
Cesar Brock,Lead Created,;2021-01-28T14:09:57.000Z,,,28/01/2021 14:10
Delana Nitz,Lead Created,;2021-01-28T14:11:45.000Z,,Initial Engagement,28/01/2021 14:12
Alvin Moncrief,Lead Created,;2021-01-28T14:15:29.000Z,,,28/01/2021 14:15
Janice Franco,Lead Created,;2021-01-28T14:17:05.000Z,Not a lead,Not an opportunity,28/01/2021 14:17
Kim Duncan,Lead Created,;2021-01-28T14:19:26.000Z,,,28/01/2021 14:19
David Daniels,Lead Created,;2021-01-28T14:20:37.000Z,,Initial Engagement,28/01/2021 14:21
Rebeca Mcdermott,Lead Created,;2021-01-28T14:20:37.000Z,,Initial Engagement,28/01/2021 14:25
Kyle Tointon,Email,,Paying Member,,28/01/2021 14:27
Preston Mckinney,Lead Created,;2021-01-28T14:31:57.000Z,,,28/01/2021 14:32
Jody Baker,Lead Created,;2021-01-28T14:33:43.000Z,Lead,Confirmed Meeting Attendee,28/01/2021 14:33
Cindy Odell,Lead Created,;2021-01-28T14:36:22.000Z,,,28/01/2021 14:36
Carmen Penn,Lead Created,;2021-01-28T14:39:22.000Z,,,28/01/2021 14:39
Joseph Jenkins,Platform Account Created,,Contributing  Member,Attended Meeting,28/01/2021 14:42
Lee Perkins,Lead Created,;2021-01-28T14:46:38.000Z,,,28/01/2021 14:46
Amanda Gabbert,Call,,Paying Member,Opportunity,28/01/2021 14:47
Danny Crow,Call,,,,28/01/2021 14:47
Jamie Harding,Call,,Paying Member,Attended Meeting,28/01/2021 14:47
Raymond Gonzalez,Platform Account Created,,,Attended Meeting,28/01/2021 15:08
Stephanie Griffith,Platform Account Created,,,Attended Meeting,28/01/2021 15:09
Kenneth Johnson,Lead Created,;2021-01-28T15:00:16.000Z,Lead,Confirmed Meeting Attendee,28/01/2021 15:30
Dorothy Murray,Email,,,,28/01/2021 15:32
Dorothy Murray,Email,,,,28/01/2021 15:34
Jimmy Eberhard,Lead Created,;2021-01-28T15:35:09.000Z,Lead,Initial Engagement,28/01/2021 15:35
Dorothy Murray,Email,,Paying Member,Attended Meeting,28/01/2021 15:36
Ira Kannenberg,Call,,Lead,Opportunity,28/01/2021 15:46
Dorothy Murray,Email,,,,28/01/2021 15:46
Glen Hearn,Email,,,Attended Meeting,28/01/2021 16:06
Glen Hearn,Email,,,Attended Meeting,28/01/2021 16:08
Glen Hearn,Email,,,Attended Meeting,28/01/2021 16:08
Glen Hearn,Email,,,Attended Meeting,28/01/2021 16:08
Glen Hearn,Email,,,Attended Meeting,28/01/2021 16:08
Melody Stout,Call,,,,28/01/2021 16:32
Judith Soto,Call,,Lead,Confirmed Meeting Attendee,28/01/2021 16:48
Mary Levingston,Call,,Lead,Engaged,28/01/2021 17:16
John Smith,Email,,Paying Member,,28/01/2021 17:16
Frank Kaiser,Email,,Paying Member,,28/01/2021 17:16
Robert Willis,Call,,Paying Member,,28/01/2021 17:32
Angela Sydow,Email,,Lead,Opportunity,28/01/2021 18:50
Angela Sydow,Email,,Lead,Opportunity,28/01/2021 18:51
Agnes Pierce,Platform Account Created,,Lead,Initial Engagement,28/01/2021 19:04
Agnes Pierce,Lead Created,;2021-01-28T19:04:34.000Z,Lead,Initial Engagement,28/01/2021 19:04
Frank Kaiser,Email,,Paying Member,,28/01/2021 20:04
John Smith,Email,,Paying Member,,28/01/2021 20:04
Vicky Kidd,Email,,Lead,Initial Engagement,28/01/2021 21:05
Frank Kaiser,Email,,Paying Member,,28/01/2021 23:14
John Smith,Email,,Paying Member,,28/01/2021 23:14
Jeffery Mcdonald,Lead Created,Virtual Event Application;2021-01-28T23:32:18.000Z,Lead,Initial Engagement,28/01/2021 23:32
Jeffery Mcdonald,Platform Account Created,,Lead,Initial Engagement,28/01/2021 23:32
Pauline Mccrate,Platform Account Created,,Lead,Not an opportunity,29/01/2021 02:00
Tanya Mason,Platform Account Created,,Not a lead,Not an opportunity,29/01/2021 04:09
Tanya Mason,Lead Created,;2021-01-29T04:08:54.000Z,Not a lead,Not an opportunity,29/01/2021 04:09
Gary Ashbaugh,Platform Account Created,,,,29/01/2021 08:05
Gary Ashbaugh,Lead Created,;2021-01-29T08:05:03.000Z,,,29/01/2021 08:05
Casey Caricofe,Lead Created,;2021-01-29T08:23:29.000Z,Lead,Initial Engagement,29/01/2021 08:23
Esther Suhr,Lead Created,;2021-01-29T08:25:35.000Z,Lead,Initial Engagement,29/01/2021 08:26
Kurt Mcglade,Lead Created,;2021-01-29T08:33:58.000Z,Paying Member,Opportunity,29/01/2021 08:34
Ryan Juul,Lead Created,;2021-01-29T08:40:45.000Z,Lead,Initial Engagement,29/01/2021 08:40
Sharon King,Call,,Paying Member,,29/01/2021 08:48
Kyle Tointon,Email,,Paying Member,,29/01/2021 09:12
Philip Nelson,Call,,Paying Member,Attended Meeting,29/01/2021 09:16
Rosie Mcgowan,Email,,Paying Member,,29/01/2021 09:22
Rosie Mcgowan,Email,,Paying Member,,29/01/2021 09:22
Rosie Mcgowan,Email,,Paying Member,,29/01/2021 09:22
Sharon King,Deal Updated,,Paying Member,,29/01/2021 09:28
Kyle Tointon,Email,,Paying Member,,29/01/2021 09:32
Victor Fulmer,Email,,Lead,Confirmed Meeting Attendee,29/01/2021 09:44
Victor Fulmer,Email,,Lead,Confirmed Meeting Attendee,29/01/2021 09:44
Victor Fulmer,Email,,Lead,Confirmed Meeting Attendee,29/01/2021 09:44
Steven Schenk,Lead Created,CRM Email/Call Tracking;2021-01-29T09:45:35.000Z,,,29/01/2021 09:45
Steven Schenk,Email,,,,29/01/2021 09:46
Victor Fulmer,Email,,Lead,Confirmed Meeting Attendee,29/01/2021 09:46
Christopher Fitzwater,Call,,Paying Member,,29/01/2021 09:48
Maria Wickings,Call,,,,29/01/2021 09:48
Sherrie Ivory,Call,,Paying Member,,29/01/2021 09:48
Steven Schenk,Email,,,,29/01/2021 09:48
Victor Fulmer,Email,,Lead,Confirmed Meeting Attendee,29/01/2021 09:48
Ashley Herrera,Email,,Paying Member,,29/01/2021 10:12
Elizabeth Guerra,Call,,Contributing  Member,,29/01/2021 10:46
Ashley Lust,Email,,Paying Member,,29/01/2021 10:56
Elizabeth Guerra,Email,,Contributing  Member,,29/01/2021 11:01
Tracey Thomas,Email,,Paying Member,,29/01/2021 11:04
Tracey Thomas,Email,,Paying Member,,29/01/2021 11:18
Frederick Hyden,Email,,,,29/01/2021 11:22
Angela Sydow,Email,,Lead,Opportunity,29/01/2021 11:25
Tracey Thomas,Email,,Paying Member,,29/01/2021 11:25
Angela Sydow,Email,,Lead,Opportunity,29/01/2021 11:30
Angela Sydow,Email,,Lead,Opportunity,29/01/2021 11:31
Angela Sydow,Email,,Lead,Opportunity,29/01/2021 11:32
Angela Sydow,Email,,Lead,Opportunity,29/01/2021 11:33
Angela Sydow,Email,,Lead,Opportunity,29/01/2021 11:34
Ashley Herrera,Email,,Paying Member,,29/01/2021 11:43
Ben Mehr,Call,,Former Paying Member,Attended Meeting,29/01/2021 11:47
Jeff Hall,Call,,Paying Member,,29/01/2021 11:47
Kyle Tointon,Email,,Paying Member,,29/01/2021 12:03
Aaron Banks,Email,,Former Paying Member,,29/01/2021 12:08
Christian Sherman,Email,,Contributing  Member,Attended Meeting,29/01/2021 12:08
Christian Sherman,Email,,Contributing  Member,Attended Meeting,29/01/2021 12:15
Aaron Banks,Email,,Former Paying Member,,29/01/2021 12:15
Elizabeth Guerra,Email,,Contributing  Member,,29/01/2021 12:19
Kyle Tointon,Email,,Paying Member,,29/01/2021 12:33
Essie Yates,Email,,Lead,Opportunity,29/01/2021 12:48
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,29/01/2021 12:48
Essie Yates,Email,,Lead,Opportunity,29/01/2021 12:50
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,29/01/2021 12:50
Essie Yates,Email,,Lead,Opportunity,29/01/2021 12:50
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,29/01/2021 12:50
Aaron Banks,Email,,Former Paying Member,,29/01/2021 12:56
Christian Sherman,Email,,Contributing  Member,Attended Meeting,29/01/2021 12:56
Christian Sherman,Email,,Contributing  Member,Attended Meeting,29/01/2021 13:10
Aaron Banks,Email,,Former Paying Member,,29/01/2021 13:10
Casey Caricofe,Lead Created,;2021-01-29T13:29:09.000Z,Lead,Opportunity,29/01/2021 13:29
Victor Fulmer,Cancelled/No Show Meeting,,Lead,Confirmed Meeting Attendee,29/01/2021 13:37
